timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2026-03-09 19:17:21,"$68,606.72",$1.37T,$49.67B,20M BTC,3.38% (24h),,
2026-03-09 19:47:26,"$68,541.65",$1.37T,$49.51B,20M BTC,3.75% (24h),,
2026-03-09 20:52:23,"$69,179.23",$1.38T,$49.05B,20M BTC,4.13% (24h),,
2026-03-09 23:29:17,"$70,161.51",$1.4T,$49.23B,20M BTC,4.39% (24h),,
2026-03-10 00:58:22,"$70,082.97",$1.4T,$49.57B,20M BTC,4.27% (24h),,
2026-03-10 01:55:19,"$69,955.38",$1.39T,$49.31B,20M BTC,3.08% (24h),,
2026-03-10 02:57:20,"$69,901.41",$1.39T,$49.02B,20M BTC,3.88% (24h),,
2026-03-10 03:45:44,"$70,306.19",$1.4T,$49.64B,20M BTC,4.27% (24h),,
2026-03-10 04:25:23,"$70,877.27",$1.41T,$50.32B,20M BTC,4.69% (24h),,
2026-03-10 05:10:39,"$70,746.08",$1.41T,$50.36B,20M BTC,4.57% (24h),,
2026-03-10 06:02:17,"$71,028.55",$1.42T,$50.57B,20M BTC,4.46% (24h),,
2026-03-10 07:00:22,"$70,772.60",$1.41T,$50.74B,20M BTC,4.68% (24h),,
2026-03-10 07:42:30,"$70,627.37",$1.41T,$51.05B,20M BTC,4.46% (24h),,
2026-03-10 08:28:35,"$70,414.02",$1.4T,$51.44B,20M BTC,3.44% (24h),,
2026-03-10 09:45:48,"$69,849.52",$1.39T,$50.35B,20M BTC,0.92% (24h),,
2026-03-10 10:36:41,"$69,958.05",$1.39T,$50.13B,20M BTC,1.01% (24h),,
2026-03-10 11:44:20,"$71,223.93",$1.42T,$51.57B,20M BTC,3.56% (24h),,
2026-03-10 12:43:16,"$71,319.02",$1.42T,$52.44B,20M BTC,3.25% (24h),,
2026-03-10 13:36:30,"$71,014.98",$1.42T,$52.5B,20M BTC,3.42% (24h),,
2026-03-10 14:29:23,"$70,432.08",$1.4T,$53.07B,20M BTC,2.69% (24h),,
2026-03-10 15:24:56,"$70,154.37",$1.4T,$54.37B,20M BTC,1.72% (24h),,
2026-03-10 16:00:27,"$70,051.98",$1.4T,$53.37B,20M BTC,1.51% (24h),,
2026-03-10 16:47:46,"$70,277.37",$1.4T,$53.28B,20M BTC,1.99% (24h),,
2026-03-10 17:18:57,"$70,102.35",$1.4T,$52.17B,20M BTC,1.59% (24h),,
2026-03-10 17:47:32,"$69,668.25",$1.39T,$53.36B,20M BTC,1.06% (24h),,
2026-03-10 18:02:50,"$69,836.63",$1.39T,$53.62B,20M BTC,1.19% (24h),,
2026-03-10 18:47:44,"$69,666.77",$1.39T,$53.71B,20M BTC,1.42% (24h),,
2026-03-10 19:16:01,"$69,840.98",$1.39T,$53.7B,20M BTC,1.74% (24h),,
2026-03-10 19:47:09,"$69,946.54",$1.39T,$53.99B,20M BTC,2.05% (24h),,
2026-03-10 20:01:38,"$69,842.43",$1.39T,$53.7B,20M BTC,2.05% (24h),,
2026-03-10 22:47:43,"$69,649.84",$1.39T,$52.69B,20M BTC,0.96% (24h),,
2026-03-11 00:26:58,"$69,934.64",$1.39T,$51.83B,20M BTC,0.25% (24h),,
2026-03-11 01:35:24,"$69,905.34",$1.39T,$51.43B,20M BTC,0.31% (24h),,
2026-03-11 02:32:26,"$69,897.67",$1.39T,$51.8B,20M BTC,0.31% (24h),,
2026-03-11 03:32:50,"$69,761.11",$1.39T,$50.35B,20M BTC,0.82% (24h),,
2026-03-11 04:06:46,"$69,726.80",$1.39T,$50.07B,20M BTC,1.19% (24h),,
2026-03-11 05:00:18,"$69,631.32",$1.39T,$48.77B,20M BTC,1.47% (24h),,
2026-03-11 05:57:42,"$69,443.80",$1.38T,$47.72B,20M BTC,2.26% (24h),,
2026-03-11 06:50:25,"$69,613.96",$1.39T,$46.38B,20M BTC,1.53% (24h),,
2026-03-11 07:24:57,"$69,526.57",$1.39T,$47.19B,20M BTC,1.71% (24h),,
2026-03-11 07:57:26,"$69,254.80",$1.38T,$47.11B,20M BTC,1.9% (24h),,
2026-03-11 09:15:20,"$69,899.35",$1.39T,$47.4B,20M BTC,1.18% (24h),,
2026-03-11 10:15:23,"$70,266.61",$1.4T,$47.9B,20M BTC,1.06% (24h),,
2026-03-11 11:10:45,"$70,376.70",$1.4T,$47.43B,20M BTC,1.17% (24h),,
2026-03-11 12:04:06,"$70,318.71",$1.4T,$46.66B,20M BTC,1.31% (24h),,
2026-03-11 13:10:17,"$70,880.50",$1.41T,$47.12B,20M BTC,0.65% (24h),,
2026-03-11 14:05:38,"$70,874.95",$1.41T,$48.07B,20M BTC,0.01% (24h),,
2026-03-11 15:10:49,"$70,517.18",$1.41T,$47.56B,20M BTC,0.57% (24h),,
2026-03-11 15:53:06,"$70,725.08",$1.41T,$47.18B,20M BTC,1.05% (24h),,
2026-03-11 16:39:35,"$70,502.08",$1.41T,$46.64B,20M BTC,0.36% (24h),,
2026-03-11 17:04:33,"$70,659.66",$1.41T,$46.56B,20M BTC,0.49% (24h),,
2026-03-11 17:48:02,"$70,647.51",$1.41T,$46.32B,20M BTC,1.47% (24h),,
2026-03-11 18:16:01,"$70,799.35",$1.41T,$45.83B,20M BTC,1.69% (24h),,
2026-03-11 18:46:24,"$70,420.14",$1.4T,$45.68B,20M BTC,1.15% (24h),,
2026-03-11 19:03:54,"$70,488.64",$1.4T,$45.77B,20M BTC,0.97% (24h),,
2026-03-11 19:39:37,"$70,367.79",$1.4T,$45.52B,20M BTC,0.59% (24h),,
2026-03-11 20:00:05,"$70,202.76",$1.4T,$45.21B,20M BTC,0.35% (24h),,
2026-03-11 22:52:03,"$69,294.45",$1.38T,$44.58B,20M BTC,0.61% (24h),,
2026-03-12 00:51:12,"$69,344.04",$1.38T,$43.59B,20M BTC,1.03% (24h),,
2026-03-12 01:43:47,"$69,533.27",$1.39T,$43.65B,20M BTC,0.11% (24h),,
2026-03-12 02:38:06,"$69,478.63",$1.38T,$43.46B,20M BTC,0.57% (24h),,
2026-03-12 03:35:33,"$69,727.52",$1.39T,$43.5B,20M BTC,0.07% (24h),,
2026-03-12 04:08:24,"$69,767.80",$1.39T,$43.46B,20M BTC,0.1% (24h),,
2026-03-12 05:02:49,"$69,857.83",$1.39T,$43.79B,20M BTC,0.37% (24h),,
2026-03-12 06:01:07,"$70,041.34",$1.4T,$44.45B,20M BTC,0.83% (24h),,
2026-03-12 06:56:23,"$70,430.21",$1.4T,$44.73B,20M BTC,1.18% (24h),,
2026-03-12 07:36:24,"$70,551.38",$1.41T,$44.95B,20M BTC,1.43% (24h),,
2026-03-12 07:58:09,"$70,449.32",$1.4T,$45.2B,20M BTC,1.72% (24h),,
2026-03-12 09:19:23,"$70,257.80",$1.4T,$44.05B,20M BTC,0.42% (24h),,
2026-03-12 10:13:48,"$70,416.59",$1.4T,$42.63B,20M BTC,0.51% (24h),,
2026-03-12 11:14:10,"$69,647.47",$1.39T,$42.5B,20M BTC,0.67% (24h),,
2026-03-12 12:19:48,"$70,268.93",$1.4T,$42.66B,20M BTC,0.3% (24h),,
2026-03-12 13:17:11,"$70,421.79",$1.4T,$42.57B,20M BTC,0.79% (24h),,
2026-03-12 14:07:08,"$70,116.04",$1.4T,$41.02B,20M BTC,1.04% (24h),,
2026-03-12 15:11:29,"$69,846.86",$1.39T,$40.64B,20M BTC,0.95% (24h),,
2026-03-12 15:54:56,"$70,417.12",$1.4T,$40.79B,20M BTC,0.44% (24h),,
2026-03-12 16:41:08,"$70,223.70",$1.4T,$41.24B,20M BTC,0.43% (24h),,
2026-03-12 17:18:26,"$70,362.32",$1.4T,$41.15B,20M BTC,0.32% (24h),,
2026-03-12 17:53:14,"$70,261.40",$1.4T,$40.86B,20M BTC,0.69% (24h),,
2026-03-12 18:31:21,"$70,188.01",$1.4T,$40.82B,20M BTC,0.46% (24h),,
2026-03-12 18:57:47,"$70,128.36",$1.4T,$40.47B,20M BTC,0.25% (24h),,
2026-03-12 19:35:36,"$70,539.89",$1.41T,$41.04B,20M BTC,0.36% (24h),,
2026-03-12 19:58:49,"$70,499.28",$1.41T,$40.94B,20M BTC,0.44% (24h),,
2026-03-12 22:48:33,"$71,233.19",$1.42T,$44.58B,20M BTC,2.53% (24h),,
2026-03-13 00:28:02,"$71,297.52",$1.42T,$45.12B,20M BTC,2.6% (24h),,
2026-03-13 01:36:15,"$71,553.76",$1.43T,$45.64B,20M BTC,3.17% (24h),,
2026-03-13 02:33:00,"$71,319.57",$1.42T,$45.79B,20M BTC,2.55% (24h),,
2026-03-13 03:33:50,"$71,431.44",$1.42T,$46.59B,20M BTC,2.43% (24h),,
2026-03-13 04:07:27,"$71,485.60",$1.42T,$47.2B,20M BTC,2.43% (24h),,
2026-03-13 05:00:04,"$71,818.42",$1.43T,$47.7B,20M BTC,2.74% (24h),,
2026-03-13 05:53:42,"$72,038.29",$1.44T,$47.7B,20M BTC,2.94% (24h),,
2026-03-13 06:42:35,"$72,519.06",$1.45T,$48.92B,20M BTC,2.95% (24h),,
2026-03-13 07:21:08,"$72,421.78",$1.44T,$49.18B,20M BTC,2.63% (24h),,
2026-03-13 07:51:23,"$72,255.84",$1.44T,$48.86B,20M BTC,2.37% (24h),,
2026-03-13 08:31:59,"$72,453.19",$1.44T,$48.61B,20M BTC,2.87% (24h),,
2026-03-13 09:46:24,"$73,386.58",$1.46T,$50.67B,20M BTC,4.97% (24h),,
2026-03-13 10:34:10,"$73,840.58",$1.47T,$52.68B,20M BTC,5.86% (24h),,
2026-03-13 11:28:42,"$72,486.24",$1.44T,$55.34B,20M BTC,2.93% (24h),,
2026-03-13 12:06:01,"$71,648.45",$1.43T,$56.42B,20M BTC,1.71% (24h),,
2026-03-13 12:58:46,"$71,962.02",$1.43T,$57.94B,20M BTC,2.16% (24h),,
2026-03-13 13:42:34,"$71,241.48",$1.42T,$59.43B,20M BTC,1.17% (24h),,
2026-03-13 14:24:24,"$70,931.88",$1.41T,$59B,20M BTC,1.34% (24h),,
2026-03-13 15:09:39,"$71,206.23",$1.42T,$60.2B,20M BTC,1.88% (24h),,
2026-03-13 15:48:36,"$71,197.73",$1.42T,$60.59B,20M BTC,1.21% (24h),,
2026-03-13 16:19:56,"$71,419.76",$1.42T,$60.08B,20M BTC,1.55% (24h),,
2026-03-13 16:57:55,"$71,377.25",$1.42T,$60.55B,20M BTC,1.69% (24h),,
2026-03-13 17:41:04,"$71,096.64",$1.42T,$60.44B,20M BTC,1.21% (24h),,
2026-03-13 18:45:05,"$70,729.06",$1.41T,$61.41B,20M BTC,0.9% (24h),,
2026-03-13 19:15:44,"$70,821.79",$1.41T,$61.17B,20M BTC,0.48% (24h),,
2026-03-13 19:48:02,"$70,968.96",$1.41T,$61.2B,20M BTC,0.6% (24h),,
2026-03-13 20:54:36,"$70,643.03",$1.41T,$57.79B,20M BTC,1.03% (24h),,
2026-03-13 23:29:39,"$71,047.74",$1.42T,$56.71B,20M BTC,0.07% (24h),,
2026-03-14 01:00:41,"$71,069.33",$1.42T,$56.12B,20M BTC,0.4% (24h),,
2026-03-14 01:57:12,"$71,016.04",$1.42T,$55.89B,20M BTC,0.81% (24h),,
2026-03-14 02:54:40,"$70,661.57",$1.41T,$55.31B,20M BTC,0.89% (24h),,
2026-03-14 03:39:32,"$70,588.98",$1.41T,$55.12B,20M BTC,1.26% (24h),,
2026-03-14 04:01:50,"$70,593.71",$1.41T,$54.69B,20M BTC,1.44% (24h),,
2026-03-14 04:51:24,"$70,555.08",$1.41T,$53.12B,20M BTC,1.77% (24h),,
2026-03-14 05:23:11,"$70,676.45",$1.41T,$52.15B,20M BTC,1.47% (24h),,
2026-03-14 05:57:38,"$70,549.85",$1.41T,$52.29B,20M BTC,2.06% (24h),,
2026-03-14 06:36:54,"$70,464.86",$1.4T,$51.06B,20M BTC,2.78% (24h),,
2026-03-14 07:01:07,"$70,592.51",$1.41T,$50.49B,20M BTC,2.64% (24h),,
2026-03-14 07:35:25,"$70,687.09",$1.41T,$49.86B,20M BTC,2.23% (24h),,
2026-03-14 07:57:27,"$70,712.14",$1.41T,$49.71B,20M BTC,2.19% (24h),,
2026-03-14 09:03:15,"$70,771.18",$1.41T,$48.41B,20M BTC,2.84% (24h),,
2026-03-14 09:54:34,"$70,861.82",$1.41T,$45.36B,20M BTC,3.44% (24h),,
2026-03-14 10:34:20,"$70,790.31",$1.41T,$42.04B,20M BTC,4.14% (24h),,
2026-03-14 11:02:25,"$70,599.62",$1.41T,$38.17B,20M BTC,2.65% (24h),N/A,N/A
